row_id,cgid,label,description
157,14219,md,read only
158,14220,ro,read only
159,14221,md,attending
160,14222,rn,rn
161,14223,medst,
162,14224,md,attending
163,14225,res,resident/fellow/pa/np
164,14226,res,resident/fellow/pa/np
165,14227,ro,read only
166,14228,rn,rn
167,14229,ro,read only
168,14230,ro,read only
169,14231,ro,read only
170,14232,ro,read only
171,14233,ro,read only
172,14234,ua,uco
173,14235,medst,
174,14236,rrt,
175,14237,md,read only
176,14238,md,
177,14239,md,
178,14240,md,resident/fellow/pa/np
179,14241,rn,
180,14242,mds,read only
181,14243,ro,read only
182,14244,ro,read only
183,14245,md,
184,14246,rn,
185,14247,ro,read only
186,14248,rehab,rehabilitation
187,14249,md,
188,14250,ro,read only
189,14251,res,resident/fellow/pa/np
190,14252,mds,attending
191,14253,ro,read only
192,14254,msiv,
193,14255,md,
194,14256,md,
195,14257,ro,read only
196,14258,ro,read only
197,14259,mds,
198,14260,md,
199,14261,sw,social worker
200,14262,std,
201,14263,ro,read only
202,14264,rn,
203,14265,np,rn
204,14266,rn,
205,14267,ro,read only
206,14268,md,read only
207,14269,mds,resident/fellow/pa/np
208,14270,snp,
209,14271,md,read only
210,14272,md,
211,14273,md,
212,14274,rn,
213,14275,md,
214,14276,md,
215,14277,rn,
216,14278,md,
217,14279,md,
218,14280,md,
219,14281,ajm,resident/fellow/pa/np
220,14282,rn,
221,14283,otr/l,
222,14284,rn,rn
223,14285,ro,read only
224,14286,pct,
225,14287,md,resident/fellow/pa/np
357,14288,ro,read only
358,14289,rph,
359,14290,di,dietitian
360,14291,md,
361,14292,ro,read only
362,14293,licsw,
363,14294,md,
364,14295,rn,
365,14296,rn,
366,14297,md,
367,14298,rn,
368,14299,pct,
369,14300,licsw,
370,14301,ro,read only
371,14302,rn,
372,14303,ro,read only
373,14304,ro,read only
374,14305,md,resident/fellow/pa/np
375,14306,stu,
376,14307,res,resident/fellow/pa/np
377,14308,medstu,read only
378,14309,md,
379,14310,ro,read only
380,14311,md,
381,14312,md,
382,14313,uco,
383,14314,res,resident/fellow/pa/np
384,14315,rd,dietitian
385,14316,rehab,rehabilitation
386,14317,rn,rn
387,14318,md,
388,14319,medstu,
389,14320,ro,read only
390,14321,ro,read only
391,14322,rn,
392,14323,md,read only
393,14324,cowkr,
394,14325,rn,
395,14326,ro,read only
396,14327,mds,read only
397,14328,ro,read only
398,14329,rrt,
399,14330,ms,resident/fellow/pa/np
400,14331,mds,resident/fellow/pa/np
401,14332,rns,rn
402,14333,md,
403,14334,rt,respiratory
404,14335,rehab,rehabilitation
405,14336,ro,read only
406,14337,medstu,
407,14338,mds,read only
408,14339,rph,
409,14340,md,
410,14341,ms,
411,14342,medst,
412,14343,md,
413,14344,ro,read only
414,14345,rn,rn
415,14346,md,
416,14347,ms,
417,14348,ro,read only
418,14349,ro,read only
419,14350,ro,read only
420,14351,ms,
421,14352,md,
422,14353,di,dietitian
423,14354,md,resident/fellow/pa/np
424,14355,ro,read only
425,14356,md,resident/fellow/pa/np
426,14357,rn,rn
427,14358,md,
428,14359,res,resident/fellow/pa/np
429,14360,md,
430,14361,md,
431,14362,msiv,
432,14363,md,
433,14364,ro,read only
434,14365,md,resident/fellow/pa/np
435,14366,srt,
436,14367,rn,
437,14368,ro,read only
438,14369,ro,read only
439,14370,ro,read only
440,14371,srt,respiratory
441,14372,r.ph,
442,14373,ro,read only
443,14374,md,resident/fellow/pa/np
444,14375,rn,
445,14376,rn,
446,14377,rn,
447,14378,ro,read only
448,14379,rn,rn
449,14380,ro,read only
450,14381,rrt,respiratory
451,14382,phstud,
452,14383,md,
453,14384,md,resident/fellow/pa/np
454,14385,md,
455,14386,md,
456,14387,rn,rn
457,14388,res,resident/fellow/pa/np
458,14389,md,
459,14390,nsv,
460,14391,ro,read only
461,14392,ro,read only
462,14393,md,attending
463,14394,ro,read only
464,14395,ro,read only
465,14396,ro,read only
466,14397,ro,read only
467,14398,ro,read only
468,14399,rn,
469,14400,ro,read only
470,14401,ro,read only
471,14402,ro,read only
472,14403,md,
473,14404,md,
474,14405,msi,
475,14406,ro,read only
476,14407,ro,read only
477,14408,al,respiratory
478,14409,md,
479,14410,ro,read only
480,14411,rn,rn
481,14412,md,
482,14413,rn,
483,14414,md,resident/fellow/pa/np
484,14415,rnc,read only
485,14416,ro,read only
486,14417,mds,resident/fellow/pa/np
487,14418,rn,rn
488,14419,rn,rn
489,14420,std,
490,14421,rn,
491,14422,rn,
492,14423,ro,read only
493,14424,md,
494,14425,rn,read only
495,14426,rn,
496,14427,rn,rn
497,14428,ro,read only
498,14429,rn,
499,14430,ro,read only
500,14431,rn,rn
501,14432,rn,
502,14433,rn,
503,14434,ro,read only
504,14435,rn,rn
505,14436,rn,
506,14437,rrt,
507,14438,ua,uco
508,14439,rn,
509,14440,rn,read only
510,14441,rn,rn
511,14442,rn,rn
512,14443,rn,
513,14444,mds,resident/fellow/pa/np
514,14445,ro,read only
515,14446,md,attending
516,14447,md,attending
517,14448,medst,
518,14449,mds,resident/fellow/pa/np
519,14450,ro,read only
520,14451,md,
521,14452,md,
522,14453,md,
523,14454,rph,read only
524,14455,md,
525,14456,res,resident/fellow/pa/np
526,14457,rph,
527,14458,md,resident/fellow/pa/np
528,14459,md,
529,14460,ro,read only
530,14461,pca,
531,14462,md,resident/fellow/pa/np
532,14463,ro,read only
533,14464,ro,read only
534,14465,ms,resident/fellow/pa/np
535,14466,md,
536,14467,std,read only
537,14468,ro,read only
538,14469,md,
539,14470,rn,
540,14471,ro,read only
541,14472,ro,read only
542,14473,mds,resident/fellow/pa/np
543,14474,ro,read only
544,14475,md,read only
545,14476,md,
546,14477,ms,resident/fellow/pa/np
547,14478,res,resident/fellow/pa/np
548,14479,md,
549,14480,md,
550,14481,medstu,
551,14482,res,resident/fellow/pa/np
552,14483,rn,rn
553,14484,r.ph,pharmacist
554,14485,res,read only
555,14486,mds,resident/fellow/pa/np
556,14487,ro,read only
557,14488,ro,read only
558,14489,rn,
559,14490,md,
560,14491,medst,
561,14492,md,
562,14493,ro,read only
563,14494,md,resident/fellow/pa/np
564,14495,md,attending
565,14496,ro,read only
566,14497,rph,pharmacist
567,14498,ro,read only
568,14499,np,read only
569,14500,ro,read only
570,14501,ro,read only
571,14502,ro,read only
572,14503,md,
573,14504,ro,read only
574,14505,res,resident/fellow/pa/np
575,14506,md,
576,14507,ro,read only
577,14508,mds,resident/fellow/pa/np
578,14509,ro,read only
579,14510,md,attending
580,14511,di,dietitian
581,14512,md,
582,14513,ro,read only
583,14514,res,resident/fellow/pa/np
584,14515,md,
585,14516,ro,read only
586,14517,md,resident/fellow/pa/np
587,14518,rn,rn
588,14519,pca,
589,14520,ro,read only
590,14521,mds,resident/fellow/pa/np
591,14522,ro,read only
592,14523,di,
593,14524,md,resident/fellow/pa/np
594,14525,ro,read only
595,14526,md,
596,14527,ro,read only
597,14528,res,resident/fellow/pa/np
598,14529,res,resident/fellow/pa/np
599,14530,rehab,rehabilitation
600,14531,mds,read only
